"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"114","관광펜션업","03_11_02_P","4620000","CDFI3261092009000002","2009-05-29","","01","영업/정상","13","영업중","","","","","041-672-2657","","","충청남도 태안군 남면 신장리 353-41번지","충청남도 태안군 남면 몽산포길 67-34","32153","아라","2017-03-13 14:04:29","I","2018-08-31 23:59:59","","136150.47539927","352483.686940652","관광펜션업","","","3","","","","숙박시설","3","","","","","","","","","","","","","287.82","","","","","","","","","","","","","288",
"115","관광펜션업","03_11_02_P","4620000","CDFI3261092010000001","2010-05-11","","01","영업/정상","13","영업중","","","","","","","357-952","충청남도 태안군 남면 원청리 512-20번지","충청남도 태안군 남면 청포대길 29","","청포대하와이","2011-07-19 17:01:35","I","2018-08-31 23:59:59","","137722.866577286","348843.623420243","관광펜션업","","관리지역","1","주택가주변","","","여인숙","1","","","","","","","","","","","","","334.99","","","","","","","","","2000000000","","","","335",
"116","관광펜션업","03_11_02_P","4620000","CDFI3261092010000003","2010-07-27","","01","영업/정상","13","영업중","","","","","041-673-1587","","357-942","충청남도 태안군 근흥면 도황리 346-16번지","충청남도 태안군 근흥면 용도로 99","32130","연포펜션","2019-05-01 11:02:05","U","2019-05-03 02:40:00","","129350.643868433","355210.255305747","관광펜션업","","자연녹지지역","3","기타","","","숙박시설","3","0","","","","","","","","","","","","614.88","","","","","","","","","400000000","","","","615",
"117","관광펜션업","03_11_02_P","4620000","CDFI3261092010000005","2010-08-05","","01","영업/정상","13","영업중","","","","","041-674-1496","","357-953","충청남도 태안군 남면 신온리 952-19","충청남도 태안군 남면 마검포길 313-40","","풀빌라 린더버그","2022-04-05 14:15:06","U","2022-04-07 02:40:00","","136499.27760597","345498.256934471","관광펜션업","","관리지역","3","기타","","","숙박시설","3","","","","","","","","","","","","","559.29","","","","","","","","","1445438120","","","","559",
"118","관광펜션업","03_11_02_P","4620000","CDFI3261092006000001","2006-06-12","","01","영업/정상","13","영업중","","","","","041-674-4100","","","충청남도 태안군 남면 양잠리 1230-19번지","충청남도 태안군 남면 청포대길 94","32155","화가의정원","2020-01-10 13:55:32","U","2020-01-12 02:40:00","","137523.611221518","349262.682537283","관광펜션업","","관리지역","","기타","","","","","","","","Pension A.G","Tourist Pension","","","","","","","","","","","","","","","","","","","","","",
"119","관광펜션업","03_11_02_P","4620000","CDFI3261092008000001","2008-01-15","","01","영업/정상","13","영업중","","","","","041-674-0321","","357-963","충청남도 태안군 안면읍 정당리 1314-7번지","충청남도 태안군 안면읍 해안관광로 510-5","32163","장꽁펜션","2015-05-22 15:58:59","I","2018-08-31 23:59:59","","139958.022932394","338353.83935114","관광펜션업","","","","","","","","","","","","","","","","","","","","","297","","","","","","","","","","","","","297",
"120","관광펜션업","03_11_02_P","4620000","CDFI3261092008000002","2008-02-20","","01","영업/정상","13","영업중","","","","","041-674-5988","","","충청남도 태안군 남면 양잠리 1230-15","충청남도 태안군 남면 청포대길 98","32155","가장자리","2021-11-10 08:59:47","U","2021-11-12 02:40:00","","137514.151459953","349298.429375753","관광펜션업","","","","","","","","","","","","","","","","","","","","","673","","","","","","","","","","","","","673",
"121","관광펜션업","03_11_02_P","4620000","CDFI3261092008000003","2008-05-29","","01","영업/정상","13","영업중","","","","","041-673-0515","","","충청남도 태안군 고남면 장곡리 403-18번지","충청남도 태안군 고남면 큰장돌길 141-98 (지중해아침)","32170","지중해아침1","2017-03-13 14:18:52","I","2018-08-31 23:59:59","","143550.213390996","323889.219125207","관광펜션업","","관리지역","3","기타","","","숙박시설","3","0","","","","","","","","","","","","522.84","","","","","","","","","","","","","523",
"122","관광펜션업","03_11_02_P","4620000","CDFI3261092010000006","2010-08-05","","01","영업/정상","13","영업중","","","","","041-675-7273","","357-922","충청남도 태안군 이원면 내리 584-16","충청남도 태안군 이원면 원이로 2492","","별궁","2021-08-03 10:22:28","U","2021-08-05 02:40:00","","137711.26026017","382355.152784418","관광펜션업","","관리지역","1","기타","","","숙박시설","1","1","0","0","","","0","0","","0","0","","0","789.01","","0","","","","","","","1514000000","","","","789",
"123","관광펜션업","03_11_02_P","4620000","CDFI3261092010000007","2010-08-06","","01","영업/정상","13","영업중","","","","","041-674-8010","","","충청남도 태안군 남면 신온리 952-5번지 엘도라도","충청남도 태안군 남면 마검포길 331, 엘도라도","32158","엘도라도","2019-01-02 17:36:37","U","2019-01-04 02:40:00","","136466.511224616","345851.610946237","관광펜션업","","관리지역","3","기타","","","숙박시설","3","","","","","","","","","","","","","520.62","","","","","","","","","400000000","","","","521",
"124","관광펜션업","03_11_02_P","4620000","CDFI3261092017000010","2008-05-29","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 고남면 장곡리 403-17번지 지중해아침","충청남도 태안군 고남면 큰장돌길 141-98","32170","지중해아침2","2020-01-10 13:58:10","U","2020-01-12 02:40:00","","143547.45293144","323923.957578223","관광펜션업","","관리지역","3","","","","숙박시설","3","","","","","","","","","","","","","612.74","","","","","","","","","","","","","613",
"125","관광펜션업","03_11_02_P","4620000","CDFI3261092012000004","2012-08-22","","01","영업/정상","13","영업중","","","","","","","357-912","충청남도 태안군 원북면 신두리 1414-4번지","충청남도 태안군 원북면 신두해변길 135","","마로니에 펜션","2017-09-08 17:19:36","I","2018-08-31 23:59:59","","127104.517098014","370871.945271999","관광펜션업","","관리지역","2","기타","","","숙박시설","2","","","","Marronnier","Tourist pension","","","","","","","","385.54","","","","","","","","","50000000","","","","386",
"126","관광펜션업","03_11_02_P","4620000","CDFI3261092012000006","2012-05-17","","01","영업/정상","13","영업중","","","","","041-673-7785","","","충청남도 태안군 남면 몽산리 661-9번지","충청남도 태안군 남면 몽대로 512-17","32152","파도소리","2020-05-15 10:24:30","U","2020-05-17 02:40:00","","134671.349950311","352782.060512438","관광펜션업","","관리지역","3","","","","숙박시설","3","","","","","","","","","","","","","408.41","","","","","","","","","","","","","408",
"127","관광펜션업","03_11_02_P","4620000","CDFI3261092014000001","2014-07-08","","01","영업/정상","13","영업중","","","","","","","357-972","충청남도 태안군 고남면 장곡리 141-1번지","충청남도 태안군 고남면 안면대로 3741-119","32170","모석원 (Moseokwon)","2019-05-14 11:04:29","U","2019-05-16 02:40:00","","145182.395793749","328338.182257665","관광펜션업","","관리지역","2","기타","","","숙박시설","2","","","","","","","","","","","","","979","","","","","","","","","300000000","","","","979",
"128","관광펜션업","03_11_02_P","4620000","CDFI3261092010000008","2010-08-17","","01","영업/정상","13","영업중","","","","","","","357-952","충청남도 태안군 남면 원청리 562-16번지","충청남도 태안군 남면 별주부길 116","","소나무 풍경","2010-08-17 15:15:13","I","2018-08-31 23:59:59","","137638.354861797","348338.98585398","관광펜션업","","관리지역","2","기타","","","숙박시설","2","1","","","","","","","","","","","","340.54","","","","","","","","","700000000","","","","341",
"129","관광펜션업","03_11_02_P","4620000","CDFI3261092010000011","2010-12-02","","01","영업/정상","13","영업중","","","","","","","357-963","충청남도 태안군 안면읍 정당리 968-5번지","충청남도 태안군 안면읍 안면대로 2608-72","","파인웰스","2010-12-02 14:57:56","I","2018-08-31 23:59:59","","141819.881082744","337990.334558908","관광펜션업","","관리지역","2","기타","","","숙박시설","","","","","","","","","","","","","","446.15","","","","","","","","","","","","","446",
"130","관광펜션업","03_11_02_P","4620000","CDFI3261092010000012","2010-12-06","","01","영업/정상","13","영업중","","","","","674-8529","","357-952","충청남도 태안군 남면 원청리 512-131번지","충청남도 태안군 남면 청포대길 57-38","","칸타빌레","2010-12-06 17:53:37","I","2018-08-31 23:59:59","","137481.18018264","348681.242466403","관광펜션업","","자연녹지지역","4","","","","숙박시설","3","1","","","","","","","","","","","","998.96","","","","","","","","","500000000","","","","999",
"131","관광펜션업","03_11_02_P","4620000","CDFI3261092011000001","2011-02-22","","01","영업/정상","13","영업중","","","","","","","357-907","충청남도 태안군 태안읍 삭선리 340-14번지","충청남도 태안군 태안읍 원이로 254-21","","관관농원 백화원","2018-07-26 18:02:08","I","2018-08-31 23:59:59","","135804.31756026","364541.787608633","관광펜션업","","관리지역","1","기타","","","숙박시설","1","","","","Tourist Plantation Cantabile","Tourist Pension","","","","","","","","1092.64","","","","","","","","","","","","","1093",
"132","관광펜션업","03_11_02_P","4620000","CDFI3261092011000002","2011-07-11","","01","영업/정상","13","영업중","","","","","","","357-952","충청남도 태안군 남면 양잠리 1230-86번지","충청남도 태안군 남면 안면대로 1296-36","","소소","2011-07-11 14:27:41","I","2018-08-31 23:59:59","","137708.298862816","349206.586845898","관광펜션업","","관리지역","2","기타","","","숙박시설","2","0","","","","","","","","","","","","246.97","","","","","","","","","100000000","","","","247",
"133","관광펜션업","03_11_02_P","4620000","CDFI3261092011000004","2011-09-23","","01","영업/정상","13","영업중","","","","","","","357-952","충청남도 태안군 남면 원청리 512-33번지","충청남도 태안군 남면 청포대길 57-36","","그녀의 바다","2011-09-23 15:44:34","I","2018-08-31 23:59:59","","137479.063782237","348698.90154466","관광펜션업","","","4","기타","","","숙박시설","3","1","","","","","","","","","","","","993.09","","","","","","","","","","","","","993",
"134","관광펜션업","03_11_02_P","4620000","CDFI3261092012000002","2012-05-25","","01","영업/정상","13","영업중","","","","","","","357-913","충청남도 태안군 원북면 청산리","충청남도 태안군 원북면 나루터길 3118-7","357-913","더큐브하우스리조트","2017-09-08 17:19:05","I","2018-08-31 23:59:59","","","","관광펜션업","","관리지역","2","","","","","2","","","","","","","","","","","","","742.25","","","","","","","","","","","","","742",
"135","관광펜션업","03_11_02_P","4620000","CDFI3261092023000001","2023-08-23","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 남면 원청리 509-1","충청남도 태안군 남면 청포대길 17","32157","아멜리아풀빌라","2023-08-23 10:45:13","I","2023-08-25 00:18:32","","137901.340631666","348893.998014867","관광펜션업","","","2","","","","","0","0","0","0","","","0","0","","0","0","","0","855.8","","0","","","","","","","0","","","","856",
"136","관광펜션업","03_11_02_P","4620000","CDFI3261092019000001","2019-07-25","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 원북면 방갈리 515-78번지","충청남도 태안군 원북면 학암포길 21-37","32105","별빛바다","2019-07-25 12:56:23","I","2019-07-27 02:21:47","","129336.663663527","377667.932424103","관광펜션업","","","2","","","","","2","0","","","","","","","","","","","","1211.43","","","","","","","","","","","","","1211",
"137","관광펜션업","03_11_02_P","4620000","CDFI3261092022000001","2022-02-03","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 안면읍 황도리 8-61","","","황도민박2","2022-02-03 13:20:36","I","2022-02-05 00:22:38","","144151.189473915","344238.486449028","관광펜션업","","","2","","","","","0","0","0","0","","","0","0","","0","0","","0","206.69","","0","","","","","","","0","","","","207",
"138","관광펜션업","03_11_02_P","4620000","CDFI3261092020000002","2020-03-24","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 원북면 신두리 1233-32번지","충청남도 태안군 원북면 신두해변길 39-4","32108","에벤에셀펜션","2020-03-24 20:07:25","I","2020-03-26 00:23:37","","127092.399066322","370229.140020791","관광펜션업","","","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","2000000000","","","","",
"139","관광펜션업","03_11_02_P","4620000","CDFI3261092020000001","2020-03-09","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 남면 몽산리 967번지","충청남도 태안군 남면 우운길 56-19","32152","팜카밀레","2020-03-09 18:35:25","I","2020-03-11 00:23:22","","135785.061822473","354304.802561006","관광펜션업","","","2","","","","","2","","","","","","","","","","","","","2314","","","","","","","","","100000000","","","","2314",
"140","관광펜션업","03_11_02_P","4620000","CDFI3261092024000003","2024-04-24","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 소원면 모항리 1416","충청남도 태안군 소원면 만리포1길 7","32123","숨비소리 만리포","2024-04-24 16:29:49","I","2024-04-26 00:14:55","","123340.661182651","365097.879004473","관광펜션업","","관리지역","1","","","","숙박시설","1","0","0","0","","","0","0","","0","0","","0","330.27","","0","","","","","","","0","","","","330",
"141","관광펜션업","03_11_02_P","4620000","CDFI3261092024000004","2024-04-25","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 원북면 황촌리 800-123","충청남도 태안군 원북면 옥파로 1023","32106","캠프 해놀","2024-04-25 16:42:50","I","2024-04-27 00:14:54","","","","관광펜션업","","","2","","","","숙박시설","2","0","0","0","","","0","0","","0","0","","0","467.27","","0","","","","","","","500000000","","","","467",
"142","관광펜션업","03_11_02_P","4620000","CDFI3261092024000005","2024-05-02","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 근흥면 용신리 656-14","충청남도 태안군 근흥면 용도로 318-14","32129","태안히","2024-05-02 07:57:37","I","2024-05-04 00:14:49","","131185.847767872","355552.989664838","관광펜션업","","관리지역","2","기타","","","숙박시설","2","0","0","0","","","0","0","","0","0","","0","500.15","","0","","","","","","","0","","","","500",
"143","관광펜션업","03_11_02_P","4620000","CDFI3261092024000001","2024-02-28","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 소원면 법산리 878","충청남도 태안군 소원면 법산길 176-35","32119","태블리","2024-02-28 08:25:50","I","2024-03-01 00:15:52","","127226.694293363","360797.920451439","관광펜션업","","관리지역","2","","","","숙박시설","2","0","0","0","","","0","0","","0","0","","0","593","","0","","","","","","","0","","","","593",
"144","관광펜션업","03_11_02_P","4620000","CDFI3261092024000002","2024-03-19","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 남면 달산리 443-17","충청남도 태안군 남면 안면대로 1007-109","32154","캠프아이","2024-03-19 16:26:03","I","2024-03-21 00:15:26","","138209.494196278","351768.784389562","관광펜션업","","관리지역","2","기타","","","숙박시설","2","0","0","0","","","0","0","","0","0","","0","591.03","","0","","","","","","","1000000000","","","","591",
"145","관광펜션업","03_11_02_P","4620000","CDFI3261092018000003","2018-09-08","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 안면읍 승언리 1332번지","충청남도 태안군 안면읍 방포1길 29","32166","해비알","2018-09-08 11:25:21","U","2018-09-08 23:59:59","","140209.958718195","334361.734799304","관광펜션업","","관리지역","3","","","","숙박시설","3","0","","","","","","","","","","","","1362.35","","","","","","","","","","","","","1362",
"146","관광펜션업","03_11_02_P","4620000","CDFI3261092020000003","2020-10-20","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 남면 신온리 833-168","충청남도 태안군 남면 곰섬로 236-70","32158","골든웨이브 관광펜션","2021-01-15 11:19:22","U","2021-01-17 02:40:00","","136412.383529179","344234.469844311","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"147","관광펜션업","03_11_02_P","4620000","CDFI3261092020000004","2020-10-20","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 남면 몽산리 603-12","충청남도 태안군 남면 몽대로 359-3","32152","엘플레이트 풀빌라","2020-10-20 17:02:04","I","2020-10-22 00:23:10","","134716.475707676","353900.464548746","관광펜션업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"148","관광펜션업","03_11_02_P","4620000","CDFI3261092020000005","2020-11-16","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 소원면 모항리 829-3","충청남도 태안군 소원면 연들길 116-37","32123","라운지14","2020-11-16 17:25:17","I","2020-11-18 00:23:08","","122198.74374428","361893.97608553","관광펜션업","","","","","","","숙박시설","","","","","","","","","","","","","","573.65","","","","","","","","","160000000","","","","574",
"149","관광펜션업","03_11_02_P","4620000","CDFI3261092021000001","2021-04-12","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 안면읍 황도리 69","충청남도 태안군 안면읍 풍어제길 44-47","32160","바다N","2021-04-12 13:12:04","I","2021-04-14 00:22:57","","144634.974330014","343902.707739421","관광펜션업","","관리지역","2","기타","","","숙박시설","2","","","","","","","","","","","","","217.51","","","","","","","","","","","","","218",
"150","관광펜션업","03_11_02_P","4620000","CDFI3261092018000004","2018-10-26","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 안면읍 황도리 64-9번지","충청남도 태안군 안면읍 풍어제길 44-21","32160","휴먼발리Ⅱ","2018-10-29 09:14:21","I","2018-10-31 02:36:17","","144675.365998385","344151.83134017","관광펜션업","","관리지역","2","","","","단독주택","2","0","","","","","","","","","","","","390.02","","","","","","","","","","","","","390",
"151","관광펜션업","03_11_02_P","4620000","CDFI3261092018000005","2018-10-26","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 안면읍 황도리 64-9번지","충청남도 태안군 안면읍 풍어제길 44-21","32160","휴먼발리Ⅳ","2018-10-29 09:15:05","I","2018-10-31 02:36:17","","144675.365998385","344151.83134017","관광펜션업","","관리지역","3","","","","단독주택","3","0","","","","","","","","","","","","283.14","","","","","","","","","","","","","283",
"152","관광펜션업","03_11_02_P","4620000","CDFI3261092018000006","2018-10-26","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 안면읍 황도리 64-9번지","충청남도 태안군 안면읍 풍어제길 44-21","32160","휴먼발리Ⅰ","2018-10-29 09:16:49","I","2018-10-31 02:36:17","","144675.365998385","344151.83134017","관광펜션업","","관리지역","2","","","","단독주택","2","0","","","","","","","","","","","","434.37","","","","","","","","","","","","","434",
"153","관광펜션업","03_11_02_P","4620000","CDFI3261092022000002","2022-08-10","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 안면읍 승언리 2545","충청남도 태안군 안면읍 라암로 130","32165","태안 알로하오에 애견풀빌라","2022-08-10 13:11:35","I","2022-08-12 00:22:28","","142834.413763282","334925.738745697","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"154","관광펜션업","03_11_02_P","4620000","CDFI3261092023000005","2023-12-21","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 소원면 파도리 595-7","충청남도 태안군 소원면 모항파도로 490-78","32124","스테이인터뷰파도리","2023-12-21 18:11:26","I","2023-12-23 00:16:40","","122750.23078995","360296.650962291","관광펜션업","","","2","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"155","관광펜션업","03_11_02_P","4620000","CDFI3261092023000003","2023-11-16","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 근흥면 정죽리 234","충청남도 태안군 근흥면 갈음이길 242","32131","풀빌라 바니","2023-11-16 13:05:49","I","2023-11-18 00:17:17","","124707.284950099","356277.865192143","관광펜션업","","","2","","","","","2","0","0","0","","","0","0","","0","0","","0","341.73","","0","","","","","","","0","","","","342",
"156","관광펜션업","03_11_02_P","4620000","CDFI3261092023000002","2023-10-20","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 근흥면 정죽리 240-1","충청남도 태안군 근흥면 갈음이길 234-7","32131","풀빌라케럿","2023-10-20 16:58:59","I","2023-10-22 00:17:34","","124759.35424782","356320.515637328","관광펜션업","","","0","","","","숙박시설","0","0","0","0","","","0","0","","0","0","","0","453.6","","0","","","","","","","0","","","","454",
"157","관광펜션업","03_11_02_P","4620000","CDFI3261092023000004","2023-11-23","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 남면 신온리 660-51","충청남도 태안군 남면 안면대로 1711-55","32158","태안키즈풀빌라아띠","2023-11-23 08:58:12","I","2023-11-25 00:17:04","","139007.70721884","345349.656174821","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"158","관광펜션업","03_11_02_P","4620000","CDFI3261092018000001","2018-01-24","2019-09-05","04","취소/말소/만료/정지/중지","33","지정취소","","","","","","","","충청남도 태안군 남면 신온리 652-264번지","충청남도 태안군 남면 곰섬로 129-81","32158","모켄풀빌라","2019-09-06 13:42:24","U","2019-09-08 02:40:00","","138002.15929873","344933.506804321","관광펜션업","","관리지역","2","","","","숙박시설","2","","","","","","","","","","","","","464.3","","","","","","","","","","","","","464",
"159","관광펜션업","03_11_02_P","4620000","CDFI3261092013000001","2013-09-17","2013-07-24","04","취소/말소/만료/정지/중지","33","지정취소","","","","","","","357-952","충청남도 태안군 남면 원청리","","","아리바다  (arribada)","2015-05-20 15:30:05","I","2018-08-31 23:59:59","","","","관광펜션업","","자연녹지지역","3","기타","","","숙박시설","3","","","","","","","","","","","","","310.88","","","","","","","","","","","","","311",
"160","관광펜션업","03_11_02_P","4620000","CDFI3261092011000005","2011-10-28","2019-09-06","04","취소/말소/만료/정지/중지","33","지정취소","","","","","","","","충청남도 태안군 남면 신온리 652-280번지","충청남도 태안군 남면 곰섬로 129-87","32158","모켄리조트","2019-09-06 13:41:42","U","2019-09-08 02:40:00","","138012.374505705","344897.854204446","관광펜션업","","관리지역","3","","","","숙박시설","3","1","","","","","","","","","","","","425.21","","","","","","","","","","","","","425",
"161","관광펜션업","03_11_02_P","4620000","CDFI3261092010000004","2010-08-03","","04","취소/말소/만료/정지/중지","35","직권말소","2015-11-03","","","","041-672-0973","","357-952","충청남도 태안군 남면 양잠리 1230-28번지","충청남도 태안군 남면 청포대길 84","","파티파티","2018-01-08 11:14:32","I","2018-08-31 23:59:59","","137548.894216635","349159.989878746","관광펜션업","","자연녹지지역","3","기타","","","숙박시설","3","1","","","","","","","","","","","","884.88","","","","","","","","","1200000000","","","","885",
"162","관광펜션업","03_11_02_P","4620000","CDFI3261092007000002","2007-10-11","","04","취소/말소/만료/정지/중지","35","직권말소","","","","","041-672-8080","","357-971","충청남도 태안군 고남면 고남리 486-3번지","충청남도 태안군 고남면 가경주길 47-71","","아틀랜틱 리조트","2018-06-18 09:54:43","I","2018-08-31 23:59:59","","147311.686902087","323314.306869448","관광펜션업","","관리지역","2","기타","","","숙박시설","2","","","","Atlantic village","Tourist Pension","","","","","","","","1283","","","","","","","","","","","","","1283",
"163","관광펜션업","03_11_02_P","5680000","CDFI3261092024000001","2024-07-29","","01","영업/정상","13","영업중","","","","","","","","충청남도 당진시 고대면 용두리 453-4","충청남도 당진시 고대면 신곡길 31","31793","매그넘","2024-07-29 09:32:24","I","2024-07-31 00:13:58","","164828.066989996","380749.164495187","관광펜션업","","관리지역","0","","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
